Date,Stars,Reviews,BankName
04-03-2017,2,"The reason why my home application is closed with PNB Housing Finance is because the rate of interest and the charges are very high when compared to all other sources in the market. When it comes to customer service, it was not up to the mark and their response was delayed.",PNB Housing Finance
06-08-2017,2,My home loan was taken with PNB but I am not satisfied with the PNB housing finance. They didn't respond properly. They are not updating the customer. The loan process was delayed. There is no acknowledgement for the document collection. I would appreciate if they provide a better service.,PNB Housing Finance
24-04-2017,4,"I am thankful to PNB for helping me in purchasing a new home. PNB approved my home loan within 4 working days. The loan was approved to me at 9.50% interest rate. The processing fees was also low as compared to other Banks.

",PNB Housing Finance
02-04-2017,5,"I have applied for home loan from PNB Housing Finance, i did not take the loan as i dropped the plan due to the property which i have taken was not fixed. When it comes to customer service, initially they called and said there is no processing fee and when they called for the second time they said processing fees will be charged which is 6% on the principal amount. The only thing i was satisifed is with the rate of interest.",PNB Housing Finance
30-01-2016,5,"I can say the service is good from PNB ,I use to get good and regular followups . Even the representatives and customer service is very helpful and responsible also the rate of interest they offered is fine ,I can say the overall service is very excellent from PNB for my home loan service.",PNB Housing Finance
26-06-2016,5,"I have applied for home loan through PNB Housing Finance, i did not take the home loan as i dropped the plan due to some personal reasons. When it comes to customer sertvice, it was very good, they were in touch all the time. I am also satisfied with the rate of interest of 8.6% which is nominal when compared to other sources.",PNB Housing Finance
12-05-2016,4,"When I applied housing loan in PNB, they gave me better interest rate. My loan amount was approved earlier, I got the disbursement amount within a week. The documentation process 
was convenient and easy. I felt interest rate is nominal but they have other charges and also they don't have ECS facility",PNB Housing Finance
24-12-2017,5,i have applied for my home loan with PNB. The rate of interest was between 8-9% which was average and satisfactory but I have cancelled my application due to my personal reason. The customers service and responses was up to the mark and I would like to rate 5 out of 5 overall.,PNB Housing Finance
06-08-2017,5,I have applied for my home loan with PNB . I was looking for 1 crore but the maximum they could offer is 35 lakhs so they have rejected my application. The rate of interest was between 8.5% which was satisfactory . The customer service and responses was also good. My overall experience was very good and I would like to rate 4.5 out of 5 overall.,PNB Housing Finance
18-06-2016,4,"I applied for a home loan through Finance Buddha with Punjab National Bank and got it sanctioned for 15 lakhs at rate of interest 10.2%.
",PNB Housing Finance
15-07-2017,5,"I had applied for a home loan with PNB Housing Finance Limited, I did not proceed with the application as i was funded from another source. I did however receive good service from them including good responsiveness. It was an overall good experience.",PNB Housing Finance
11-10-2017,5,With PNB HOUSING FINANCE LIMITED i have applied for a home loan and i could not able to avail the loan from the institution since the builder had some issue when GST has come in to practice. And the builder has to stop the construction of the project after GST.,PNB Housing Finance
17-12-2017,5,"I was looking for a home loan with PNB housing finance limited for an amount of 30 lakhs however,they finalized to give me 13 lakhs i was not convinced hence I closed my application and got funds from a different source ( due to some personal problem i am cancelling ). Overall am happy with the service.",PNB Housing Finance
13-11-2016,5,"I have approached Punjab National Bank for my home loan, everything was good. There is no issues from the bank side only I dropped my ideas. If there is any need in the future, definitely i would go with them. The response is good. The information they provided is accurate and on time.",PNB Housing Finance
15-07-2017,3,"PNB housing taken long time to disburse the loan, they keep on collecting different document, they are not transparent and the process was not streamed line. I fed with the documentation process, because of that registration got delay but I got better interest rate.

        ",PNB Housing Finance
01-01-2016,5,"I had some balance outstanding with LIC during the year which I had transferred to PNB housing loan during the year 2006. I had transferred around 64 to PNB HOUSING Finance and even for this transfer they had charged me. Rate of interest charged by them was around 11.60% they were additional charges levied too,. Eventually during the year 2010 my loan got closed completely.",PNB Housing Finance
14-10-2016,4,"I have taken my home loan with PNB. The process was very good and the loan amount was 68 lakhs. The service and responses was very bad since there is no proper response at all after sanctioning the loan The tenure period was 28 years . The processing fee was nominal here .

        ",PNB Housing Finance
03-07-2016,1,"I spoke to one of your customer service rep. I wasn’t willing to start the process and/or give her personal information, she hung up the phone without saying anything and left me on the phone very unprofessional ",PNB Housing Finance
30-06-2017,1,Worst service by pnb housing when applying for loan they take there fees first when loan rejected they dont return for papers also we need to go to there office and at the time of applying they come home to take all details never use pnb housing,PNB Housing Finance
10-11-2017,1,"This bank having hidden policies to make trouble & steal money from customer..

All staff very unprofessional & irresponsible to answers queries.

Don't use this bank for any transaction

        ",PNB Housing Finance
18-01-2017,3,"The interest rate is higher side in PNB, they got the rate around 8.85 for the tenure of 30 years, its floating interest, I ask them to reduce the interest but I didn't get better offer. My total loan amount was around Rs. 39lakhs,, even the processing fee is nominal, and also the executive should be cooperative.",PNB Housing Finance
13-12-2016,3,I have taken my home loan with PNB .The loan amount was 42 lakhs and the interest rate was satisfactory . The tenure period was 30yaers . The process was very much delayed here so I am not happy with the customer service here. The processing fee was nominal.,PNB Housing Finance
08-06-2017,1,"This is a big fraud company. They cheat people. I took mortihage 7 years back with 11% intrest. They told you need to pay instalments for 114 months after paying 7 years around 24 lakhs when i asked how much principle amount i paid they told zero as of now u r paying only intrest. The way of there response is very very bad
",PNB Housing Finance
24-05-2017,3,I have approached PNB for my home loan . The customer service and responses was not good. They did not call me immediately and simultaneously another agent approached me so i have taken my home loan with LIC . Here i was looking for 70 lakhs and the interest rate was bit high .,PNB Housing Finance
18-07-2016,1,I had to let go deal due to false promises made. No commitment made. Only verbal false calls. I lost my token amount.,PNB Housing Finance
27-12-2016,1,NEVER EVER THINK OF THIS ORGANIZATION.,PNB Housing Finance
24-08-2016,1,With 100% confidence I would like to say that Pnb is one of the worst housing finance banks the managers are the worst they have no sympathy at all they are very rude anyone thinking to get a loan in Pnb I request you to not get a loan from Pnb the banking representative are the worst there in no Coustomer service if I Knew further I would never have taken a loan from them please learn from my mistakes don’t do banking with them,PNB Housing Finance
13-11-2016,1,Very pathetic service. Plz don't choose this bank. As it's a nationalized bank does not bother anything. You will cry if you choose this bank. Please remember.,PNB Housing Finance
24-04-2017,1,"I took car loan and now I am regretting..
These people don't pick the call and it is so annoying......",PNB Housing Finance
29-10-2016,4,"The process is good with PNB Housing Finance. The customer service is excellent. The charges are not very clear and it has to be more transparent. They took a processing fee of 14,000 rupees for the loan amount of 60L. The tenure is 30 years. The documentation process is simple.",PNB Housing Finance
04-03-2017,1,"Would never recommend this bank to anyone.
I would not recommend this mortgage company at all. They were very prompt to answer but as soon as they got the appraisal and find out I wasn't able to refinance they didn't return any of my calls. In fact I had to call to find out the appraisal report.
Bad service.
        ",PNB Housing Finance
15-09-2016,1,"Very bad experience. Taken loan from pnb they have increased Tenure without my consent. Never ever go with this fraud company.

        ",PNB Housing Finance
25-11-2017,4,"My home loan experience with PNB Housing was good, the loan amount was for Rs 38 lakhs with the tenure period of 25 years. The process was quick and i received my loan amount on time. I am happy with the customer service and the rate of interest was nominal when compared to others.",PNB Housing Finance
15-06-2017,5,"PNB Housing loan process is fine, processing fees which is levied on my account is 16k, insurance amount what they charge is 25k all these were informed to me at the first instance itself. Rate of interest levied by them was around 9.75, EMI amount is around 8500. With in a span of 8 days my loan got disbursed.",PNB Housing Finance
13-08-2017,4,"The home loan I took from Punjab National bank hardly took 15 days to get approved and within the next 5 days loan amount was disbursed to my account. The procedure of home loan was smooth and simple. To experience hassle- free home loan processing, apply through Finance Buddha.

",PNB Housing Finance
30-09-2016,5,I have applied for my home loan with PNB . I have no idea about the rate of interest but I have cancelled the application because I have taken with CANARA bank . My overall experience with good. The customer service and responses was good.,PNB Housing Finance
11-01-2017,3,"I had taken a Home loan from PNB Housing Finance a while back and the experience was good. The process in getting the loan did not took much time and the interest rate with them has been nominal. The charges where all fine and their customer support team had been helpful at times.
",PNB Housing Finance
11-01-2017,5,I have approached PNB for my home loan. The rate of interest was 8.6% which was satisfactory but now I have no requirement so I have cancelled it . The customer service and responses was good. I would like to rate 5 out of 5 overall . I will recommend to others also.,PNB Housing Finance
24-08-2016,5,I have applied for PNB home loan .The rate of interest was 8.855 which was low than other banks in the market. The customer service and responses was up to the mark and I would like to recommend to others also and rate 5 out of 5 overall. My overall experience was good.,PNB Housing Finance
13-11-2016,5,From my builder the home loan has been directed to the STATE BANK OF INDIA. But i was planning to take loan from PNB HOUSING FINANCE LIMITED. The response from there end was really fast and i was planning to take the loan from them itself until the builder redirecting to SBI.,PNB Housing Finance
13-11-2016,4,I have applied the loan in the month of March. I have just asked for the maximum eligibility amount. They have providing me the interest rate of 8.5% and I'm sure about the processing fee. After that i have rejected the loan due to that i have postpone the plan. I never faced any issue with PNB housing. The customer provided very prompt response,PNB Housing Finance
29-07-2017,5,I thought of taking a home loan from PNB HOUSING FINANCE LIMITED. At the time of my application i changed my mind of not to buy the home loan.The executive who contacted me regarding the application told me only if i fixed with the property then only the other process from the bank end can be processed.But i can surely recommend this bank to others for home loan.,PNB Housing Finance
26-10-2017,5,"I had applied for a home loan from Punjab national bank. The loan amt is 32 lakhs,rate of interest is 8.5% also the rate of interest is very high. The bank is good to use and i did not get an immediate response from the agent hence i got funds from a different source. Overall it was a good experience.",PNB Housing Finance
27-12-2016,4,I was looking for PNB housing but its not succeed for me. I have got a quotation from other banks. The interest rates is more than compared to other banks. They are offering a processing amount of around Rs. 5000 and interest rate of 12% per annum. Acutally the completetion process its taking too much time. Thats the reason i have rejected the loan from PNB,PNB Housing Finance
15-06-2017,5,"I have applied for the home loan from PNB Housing finance via online portal. However, i did not get the loan because i got the amount of loan required from my sibling. When it comes to customer service, it was very good and they were very helpful. The rate of interest of 9.5% was nominal.",PNB Housing Finance
29-03-2016,4,"My home loan is with Punjab National bank. All necessary documents were collected by the bank as soon as application was submitted online. Getting loan from this bank was as quick as just 5 days process. I prefer applying all type of loan through Finance Buddha platform.

",PNB Housing Finance
16-08-2016,5,"I have taken my home loan from PNB there process was good representatives and customer service was very helpful and responsible and the rate of interest was also fine , I feel their service is excellent, I am happy with PNB service for my home loan.",PNB Housing Finance
20-05-2016,5,"I have a good experience with the PNB HOUSING FINANCE LIMITED. As i postponed the plan of taking the home loan for now, and i requested for the executive to hold the application.In future if i am planning to take a home loan then definitely i will consider PNB HOUSING FINANCE LIMITED.",PNB Housing Finance
24-05-2017,4,I have applied the loan amount of 25 lakhs and after that i have rejected the same due to canceled my plan of purchasing the home. I'm not aware of the interest rate however processing fee is zero. I think they are offered around 8.45% as interest rate. The customer care service people and all very much helpful to me.,PNB Housing Finance
17-12-2017,5,"I am doing own project but currently it was under hold. Hence there is no need to take Home loan right now from PNB Housing. But I am planning to take after Diwali , I am okay with their interest rate told me 8.5% per annum. Over all I am fine with their service.",PNB Housing Finance
27-09-2017,3,"The customer service was real good from the PNB Housing Finance side . The information was delivered to me in proper way as I wanted . The rate of interest given was around 8.5% and they were charging the processing fee about rupees 10,000 . Due to some personal reason i did not take the loan .",PNB Housing Finance
26-01-2017,5,"The customer service from the PNB Housing finance was really good . The contacted me properly . They gave me a rate of interest of 8.5% and the processing fee was rupees 5,000 . The communication was very clear . The option of pre closure was there available and that to without any charges . It was good I liked it .",PNB Housing Finance
18-01-2017,5,The customer support need to be improved with PNB finance limited. The rate of interest is nominal with PNB housing finance limited. They have disbursed my loan amount within 20days of time. The documentation process was done in a proper way.,PNB Housing Finance
24-02-2017,4,I have approached PNB for the housing loan . The loan amount was 20 lakhs and the interest rate was but high than other banks.I got a better interest rate and charges with SBI so I have canceled the request here and taken with SBI . I have got a very good customer service from PNB housing finance.,PNB Housing Finance
04-03-2017,5,The PNB housing finance has done an excellent service in regards to my home loan . The executive was very helpful in documentation process. The whole process just took 2 weeks time. The rate of interest is nominal with PNB housing finance. This loan has the tenure of 15years.,PNB Housing Finance
10-04-2017,5,I have approached m PNB for my home loan. Their rate of interest was between 7-9% which was average but I have cancelled the application due to my personal reason. The service and responses was very immediate and good. I would like to recommend to others.,PNB Housing Finance
27-12-2016,4,"I purchased a flat recently in Jaipur with the help of home loan from Punjab National bank. There was no involvement of brokers or loan representatives. I directly checked all necessary details with regard to bank loan through Finance Buddha, compared different bankÍs home loan rates, checked my eligibility for home loan and CIBIL rating and then applied for loan with the bank through this website. Without any additional charges for these services I got my home loan approved in just 14 days.


        ",PNB Housing Finance
26-01-2017,5,"It was an very good service from PNB ,during my loan process the representatives of PNB was very helpful and very responsible representatives . I have postponed because of my I had not finalized the property ,even with a interest rate it was fine so I can say overall it was a excellent service",PNB Housing Finance
15-06-2017,5,"PNB housing gave me timely response on my home loan and also they provided good interest rate around 8.5%. I have taken this loan before six months. I applied for Rs.26 lakhs, now they have released only the amount Rs.10 lakhs based on the construction they are disbursing the amount.",PNB Housing Finance
28-04-2016,4,"I have approached PNB for my home loan.I did not submit the documents . The loan amount was 20 lakhs and the interest rate was satisfactory . The customer service and responses was good.My overall experience was good so I would like to recommend to others,",PNB Housing Finance
14-10-2016,5,PNB housing finance was very much cooperative and they collected my documents and processed my papers. The disbursement also happened as earlier as possible. The interest rate and processing charges is normal and the overall experience is perfect.,PNB Housing Finance
30-06-2017,4,I applied for a home loan with Punjab National Bank through this website and they ensure the whole process was smooth and hassle-free. ,PNB Housing Finance
19-10-2017,4,"It was an very good service from PNB ,during my loan process the representatives of PNB was very helpful and very responsible representatives . But I was little busy with my personal issue ,even with a interest rate it was fine so I can say overall it was a excellent service.",PNB Housing Finance
27-12-2016,5,The loan amount which PNB housing finance offered me was not sufficient. So I cancelled my plans in taking the home loan. Else the customer services and response was good. They contacted me and informed me the details. I was fine with the interest rate and charges. Overall I can say it was excellent service.,PNB Housing Finance
11-06-2016,5,"PNB housing finance was overall good in the process for the home loan. The customer support was good, they contacted me on time and informed me the necessary details about the documentation. After which the process was quick and I got the disbursement as well as expected. The interest rate and charges were normal. It was around 8%.",PNB Housing Finance
11-01-2017,5,PNB housing finance was very nice and hassle free. The documents was collected on time and I got the home loan sanction in one week and the disbursal was delayed because of my personal work. I kept it on hold for sometime. The interest rate was of 8.5% which is fixed for the first year and after which it is floating. The processing charges was very high. It was of 11500. They need to lower the or have a zero fee like the other banks.,PNB Housing Finance
07-07-2017,4,"My home loan application was closed with PNB Housing, it is because i have taken a home loan from other bank. When it comes to the customer service of PNB, their response was good and they followed up on time. The rate of interest was nominal when compared to others.",PNB Housing Finance
30-01-2016,4,The home loan was sanctioned a little late. I eventually got annoyed and moved over to some other bank. The employees are nice to talk but the process is delayed.,PNB Housing Finance
20-12-2016,4,I am really happy with the experience i had with PNB HOUSING FINANCE LIMITED while my loan process . the reaching out to the customer from the PNB housing finance side was done in proper appropriate and a descent manner . the PNB executive call me and delivered full information about the loan . they were providing me rate of interest of 8.50% and also lesser processing fee . there is some legal issue going on with the property so i postponed the plan for few month .,PNB Housing Finance
26-06-2016,5,A very good experience with PNB housing finance for the home loan and the customer services are good. They done a great job and the process is excellent. The document collected was also as promised. The interest rate and processing charges are normal and the after loan services are perfect.,PNB Housing Finance
29-03-2016,5,"PNB housing executive are cooperative they guided me on home loan process, they are very fast. Person from PNB housing came and collected the documents done the process. PNB interest rate is fine also, entirely I am very fine with their application procedure",PNB Housing Finance
05-04-2016,5,It very good service i experience with PNB HOUSING FINANCE LIMITED . The customer service for the PNB Finance . it was up to the mark . The PNB housing deals with the customer in a real polite way and gives a related data which is required .The reason i did not take the loan because of some personal problem . I liked the service provided from the bank side .,PNB Housing Finance
07-07-2017,3,I have dropped the plan to take housing loan from PNB Housing because the interest rate is higher they told me 9% of floating interest. But other banks are providing lesser interest hence I suggest them to give competitive interest like SBI and other nationalized bank.,PNB Housing Finance
06-08-2017,5,It very good service i xep with PNB HOUSING FINANCE LIMITED . the customer service for the PNB Finance . it was up to the mark . the PNB housing deals with the customer in a real polite way and gives a related data which is required .The reason i did not take the loan because of some personal problem . i liked the service provided from the bank side .,PNB Housing Finance
29-10-2016,5,"It was kind of great exp i had with PNB HOUSING FINANCE LIMITED. there was a real quick response from the PNB housing finance limited side and they delivered the information i asked for the detail of the loan , but due to some personal reasons of mine i was not able to opt for the loan so i canceled it .",PNB Housing Finance
05-12-2016,5,"Response and other things were really fine one with the PNB housing finance limited and the customer service aspects were fine one for me. The loan amount got disbursed within two weeks of time from the date, when I have applied.",PNB Housing Finance
04-10-2017,5,"I had a nice experience with the PNB housing finance limited .They contacted me on time and provided me every kind of information what all was required for the loan but i didn't opt for the loan because i had some personal issues going on ,so i postponed the plan .",PNB Housing Finance
31-08-2016,3,"I had taken a Property loan from PNBHFL since they where the only providing the loan against property, where the interest rate was also competitive, The process took a bit of a time but the person who came to collect the documents was professional and was helpful. The processing charges where nominal but their customer support was not that great.",PNB Housing Finance
09-05-2017,5,"PNB housing finance limited is very fast and the response is an excellent one for my home loan disbursement. I would like to say that the documentation procedures are really smooth one, also I dont have any issues with PNB housing loan process till now.",PNB Housing Finance
22-10-2016,5,"Over all it was a hassle free experience, I am very much happy with the information what bank has provided all the information i required and made it more better for me . I managed to arrange through some other source some how otherwise it was a pretty good experience.",PNB Housing Finance
12-09-2017,3,I had taken my Home loan from PNB HOUSING FINANCE a long time back and the experience has not been that great. The services where not user friendly and the response from their end had not been good as well. The interest rate and the charges where nominal but overall the process has taken more time than expected.,PNB Housing Finance
23-01-2016,5,"I am really happy with PNB Housing they helped to complete loan process very quickly, they gave 8.5% of interest but as per the market, I felt other competitor are giving lesser interest rate than PNB housing but I am fine as the fees and charges are nominal.",PNB Housing Finance
12-09-2017,2,I had applied for a home loan through online channel. I am exploring my option to finalize the property. The customer service was not up to the mark. The response needs to be improved. I haven't discussed the rate of interest. It was not explained clearly and I am not satisfied with the service.,PNB Housing Finance
24-05-2017,5,"PNB Housing executive are very supportive they helped on my loan formalities on time, document related process was also good. But I felt rate of interest was high compared to other banks, PNB housing offered me 8.5% of interest but HDFC ltd offering around 8.3% of interest,.",PNB Housing Finance
22-10-2016,1,"I have try to get a home loan from pnb bank and bank of India, both bankers not coordinate with customer and not share proper information to customer. I always believed on government bank, but till both bank experience lost my faith. Govt bank always support to customers depending on his mood.",PNB Housing Finance
06-08-2017,5,"PNB is really good , I have taken my home loan . My overall experience with PNB is amazing because their customer service was on time and responses was quick. Their promised rate of interest was 8.5% which is really low when comparing to any other banks in the market.",PNB Housing Finance
09-05-2017,5,The disbursed loan amount from PNB HOUSING FINANCE LIMITED is 29 lakhs 60 thousand plus 90000 for insurance . The rate of interest provided by the bank is 8.5% for 20 years with an EMI 26400. The charged processing fees comes around 7500. I took 1 month for the approval of my loan,PNB Housing Finance
02-12-2017,5,"My experience with PNB Housing Finance for home loan was good, the process took 1.5 months to complete. The loan amount was for Rs 28 lacs with the tenure period of 15 years. The rate of interest was nominal when compared to others. Customer service was good and they responded on time.",PNB Housing Finance
12-05-2016,5,"I have taken my home loan with PNB Bank.The process was very good and the loan amount was 65 lakhs . The interest rate was very satisfactory . The tenure period was 30 years . I had a good service here and the processing fee was nominal. The loan was sanctioned with the committed time ,",PNB Housing Finance
26-01-2017,1,"Rate of interest for the Home loan was around 8.5% was around PNB Housing Finance Limited . Customer service was not up to the mark. The loan amount got disbursed within twenty days of time. I have not got the documents till now.



        ",PNB Housing Finance
11-01-2017,1," Please do't take loan from this bank. I am suffering and does not want anyone to suffer. Please avoid and take loan from Other Bank.
       ",PNB Housing Finance
06-11-2016,2, My home loan was taken with PNB but I am not satisfied with the PNB housing finance. They didn't respond properly. They are not updating the customer. The loan process was delayed. There is no acknowledgement for the document collection. I would appreciate if they provide a better service.       ,PNB Housing Finance
27-05-2016,1,"They have not informed me about the EMI charges and other service charges. Now the loan is processed through client till date. I have not got the loan because of the registration has not done but EMI has started without any prior intimation to me. If have informed all things before to me, it would be fine. I have sent mail to the concern team but no action taken on that. Their is no proper communication from the PNB housing team.

        ",PNB Housing Finance
22-03-2016,1,"My home loan application was closed with PNB Housing Finance, the reason behind closing the application is because there was no proper response from the customer service of PNB and they did not follow up on time. The rate of interest was high when compared to other sources.",PNB Housing Finance
06-02-2016,1,"Very bad in service, just work for proccesing fees not firstly clear all things , confusing to customer main thing is pnb housing sending fake massage to loan approve that confusing to customer , to much confusing service , non coperative people and not satisfied with service
",PNB Housing Finance
25-07-2016,2,I had applied for a home loan through online channel. I am exploring my option to finalize the property. The customer service was not up to the mark. The response needs to be improved. I haven't discussed the rate of interest. It was not explained clearly and I am not satisfied with the service.,PNB Housing Finance
27-09-2017,1,I am not satisfied this bank and very poor service not apply for loane. firstly this bank approve loan and after sanctions loan not given money and its behaviour very bed.I suggested any body not apply for loan and accounts opening...........,PNB Housing Finance
24-12-2017,3,"The services are good with PNB Housing Finance. The interest rate is very high when compared to other banks. They have charged me around 9.10% where Bank of Baroda offering 8.67%. There was a processing fee which was around 12K for 18L, they need to decrease the charges.",PNB Housing Finance
19-03-2017,1,"They are not well equipped. Every time the requirement is changing. Even the employees not aware of the procedure. Initially they offered a interested 8.35%. After i submit the submitted the documents and received the sanction letter the increased to 8.40%. Initially they are not informed me about the Insurance premium. After 2 months installment, they have blocked some amount of Rs. 36000 without any information to me. When i asked them they told me that this amount will be adjusted if I am not paying any EMI at any services.",PNB Housing Finance
